商品CD,呼び径1,呼び径2,呼び径3,年号,倉庫部門CD,年月度,現在庫_完成品数,現在庫_出荷予定数,最終更新日,最終更新時刻
asdfasd
GSPD 000     ,  75,    ,   ,2023,1,00000000,0,0,20241213,010348
GFTEA000     , 200,  75,   ,2023,41,00000000,0,0,20241213,010322
FRPZR113     , 150, 100,   ,2022,2,00000000,0,0,20241213,010231
FRPZR113     , 100,  75,   ,2022,2,00000000,0,0,20241213,010231
F90D2000     ,  75,    ,   ,2023,2,00000000,0,0,20241213,010158
F90ND000     ,  75,    ,   ,2023,2,00000000,0,0,20241213,010204
F90EST00     , 150,    ,   ,2023,3,00000000,0,0,20241213,010203
F90EA000     , 100,    ,   ,2023,3,00000000,0,0,20230829,140711
FTMNR000     , 100,    ,   ,2023,2,00000000,0,0,20241016,095037
GUTED000     , 100,  75,   ,2023,1,00000000,0,0,20240520,093046
316FB4059    ,    ,    ,   ,2023,3,00000000,0,0,20241213,010100
316FB4017    ,    ,    ,   ,2023,3,00000000,0,0,20241213,010100
KKTE 000     , 450, 300,   ,2023,1,00000000,1,1,20241213,010521
KKSE 000     , 500, 450,   ,2023,1,00000000,0,0,20230914,141650
FSPER113     ,  75, 300,   ,2023,3,00000000,0,0,20231116,001453
KS1EA006     , 350,    ,   ,2023,1,00000000,0,0,20230724,115721
FSPC2000     , 200, 670,   ,2023,1,00000000,0,0,20241213,010231
FSPC2000     , 200, 450,   ,2023,1,00000000,0,0,20241213,010231
K1SC2000     , 200, 300,   ,2023,1,00000000,0,0,20241213,010405
FSSC 000     , 200,1040,   ,2023,1,00000000,0,0,20241213,010303
PRKC 999     , 200,    ,   ,2023,1,00000000,0,0,20241213,010744
KJRC 000     , 200,    ,   ,2023,1,00000000,0,0,20241213,010451
FSPC2000     , 200, 710,   ,2023,1,00000000,0,0,20241213,010231
FSSC 000     , 200, 940,   ,2023,1,00000000,0,0,20230918,111830
K45N 000     , 350,    ,   ,2023,1,00000000,0,0,20241213,010425
KUTEA000     ,  75,  75,   ,2023,3,00000000,0,0,20230925,085305
KS1EA006     , 350,    ,   ,2023,3,00000000,0,0,20230724,125554
KZPE 000     , 100, 450,   ,2023,2,00000000,0,0,20241213,010629
G11E 000     , 200,    ,   ,2023,41,00000000,0,0,20241213,010311
KFTEF000     , 200,  75,   ,2023,2,00000000,0,0,20230725,104706
KFTED000     , 200, 100,   ,2023,2,00000000,0,0,20230725,104706
KFTEF000     , 200,  75,   ,2023,1,00000000,0,0,20231218,001540
KFTED000     , 200, 100,   ,2023,1,00000000,0,0,20231116,001601
G45N 000     , 400,    ,   ,2023,1,00000000,0,0,20241213,010318
FRPNR000     , 250, 150,   ,2023,2,00000000,0,0,20241213,010230
GG2E 000     ,  75,    ,   ,2023,41,00000000,6,0,20241213,010324
K90E 113     , 450,    ,   ,2023,3,00000000,0,0,20241213,010431
K45E 113     , 450,    ,   ,2023,3,00000000,0,0,20230725,154923
KS2EA113     , 450,    ,   ,2023,3,00000000,0,0,20241213,010610
KKTE 113     , 450, 450,   ,2023,3,00000000,0,0,20241213,010522
KS1EA113     , 450,    ,   ,2023,3,00000000,0,0,20241213,010551
K90E 000     , 450,    ,   ,2022,3,00000000,0,0,20241213,010430
KS2EA000     , 450,    ,   ,2023,3,00000000,0,0,20241213,010610
KKTE 000     , 450, 450,   ,2023,3,00000000,0,0,20241213,010521
GGME 000     , 400, 150,   ,2023,3,00000000,0,0,20241213,010331
GFTED000     , 400,  75,   ,2023,3,00000000,0,0,20241213,010323
GGHE 000     , 400,    ,   ,2023,3,00000000,1,1,20241213,010330
FSPED000     ,  75, 200,   ,2023,3,00000000,0,0,20241213,010242
GGTE 000     , 400, 300,   ,2021,1,00000000,0,0,20230725,154834
GFTED000     , 400,  75,   ,2021,1,00000000,0,0,20231114,091450
GFTED000     , 400,  75,   ,2022,1,00000000,0,0,20240617,141744
KS2E7000     , 100,    ,   ,2023,2,00000000,0,0,20231218,001604
E90Z 990     ,  75,    ,   ,2023,1,00000000,0,0,20230725,134914
E11E 990     , 100,    ,   ,2023,1,00000000,0,0,20241213,010139
ES1EA990     , 100,    ,   ,2023,1,00000000,0,0,20241213,010142
ES2EA990     ,  75,    ,   ,2023,1,00000000,0,0,20241213,010142
E90Z 990     ,  75,    ,   ,2022,1,00000000,0,0,20241213,010140
ES1DR990     , 150,    ,   ,2023,1,00000000,0,0,20241213,010142
FSPES00A     , 200, 950,   ,2023,1,00000000,0,0,20230728,092406
KFTEK000     ,  75,  75,   ,2023,1,00000000,0,0,20231016,001505
KFTEK000     , 150,  75,   ,2023,1,00000000,0,0,20231016,001555
PRGB 000     , 100,    ,   ,2023,11,00000000,0,0,20230725,161021
GGHE 000     , 400,    ,   ,2021,1,00000000,0,0,20230725,154912
F3TDR000     , 150, 100,   ,2023,2,00000000,0,0,20241213,010144
KKSD 000     , 200, 100,   ,2023,2,00000000,0,0,20241213,010505
TTTD 000     , 150, 150,   ,2023,2,00000000,0,0,20241213,010810
TTTD 000     , 150,  75,   ,2023,2,00000000,0,0,20241213,010810
F45DR000     , 200,    ,   ,2023,2,00000000,0,0,20241213,010155
KZPD 000     , 100, 300,   ,2023,2,00000000,0,0,20241213,010627
KZPD 000     ,  75, 300,   ,2023,2,00000000,0,0,20241213,010627
F3TDR000     , 150, 150,   ,2023,2,00000000,0,0,20241213,010145
TTTD 000     , 100,  75,   ,2023,2,00000000,0,0,20241213,010810
KKME 000     , 250, 100,   ,2023,1,00000000,0,0,20230726,104249
FSPDR000     ,  75, 250,   ,2023,2,00000000,0,0,20241213,010234
F45ER000     , 500,    ,   ,2023,1,00000000,0,0,20240318,001527
KFTED000     , 400,  75,   ,2023,2,00000000,0,0,20240318,001537
K22Z 000     , 250,    ,   ,2023,1,00000000,0,0,20241213,010415
K45E 113     , 400,    ,   ,2023,3,00000000,0,0,20241213,010423
K22E 113     , 400,    ,   ,2023,3,00000000,0,0,20230726,115535
K22Z 000     , 250,    ,   ,2023,2,00000000,0,0,20231116,001514
KKSE 000     , 250, 200,   ,2024,2,00000000,0,0,20241213,010508
N11E 006     , 350,    ,   ,2021,3,00000000,0,0,20241213,010640
FFCCA000     , 100,    ,   ,2024,2,00000000,0,0,20240718,001626
FSPNA000     ,  75, 400,   ,2024,3,00000000,0,0,20241213,010254
FSPNA000     ,  75, 150,   ,2024,3,00000000,54,0,20241213,010253
FFCCA000     , 100,    ,   ,2024,1,00000000,0,0,20240514,100329
753RB2101    ,    ,    ,   ,2024,1,00000000,0,0,20240718,001635
753RB0101    ,    ,    ,   ,2024,1,00000000,0,0,20241213,001513
KS2NA000     , 150,    ,   ,2024,3,00000000,0,0,20241213,010617
KS2NR000     ,  75,    ,   ,2024,3,00000000,0,0,20241213,010619
DEKQ   000   ,  25,    ,   ,2024,1,00000000,0,0,20241213,010128
FSPEA000     ,  75, 400,   ,2024,41,00000000,18,3,20241213,010239
K90E 998     ,  75,    ,   ,2024,3,00000000,0,0,20241213,010431
FSPER000     , 100, 500,   ,2024,1,00000000,0,0,20241213,001537
BKW01467     , 150,    ,   ,2024,1,00000000,0,0,20241213,010116
F3TYR000     , 200, 200,   ,2024,1,00000000,0,0,20241213,001509
KS1YR000     , 200,    ,   ,2024,1,00000000,0,0,20241213,001509
F90YST00     , 300,    ,   ,2024,1,00000000,0,0,20241213,001509
KS1YR000     , 300,    ,   ,2024,1,00000000,0,0,20241213,001509
F45YR000     , 300,    ,   ,2024,1,00000000,0,0,20241213,001509
KFTER000     , 500, 100,   ,2024,1,00000000,0,0,20240829,134017
KA1ER000     , 500, 100,   ,2024,1,00000000,0,0,20240718,001636
FB1ER000     , 500, 100,   ,2024,1,00000000,0,0,20240718,001636
N11E 006     , 350,    ,   ,2024,3,00000000,0,0,20240514,172009
T90N 000     , 100,    ,   ,2024,2,00000000,0,0,20241213,010757
KKTN 000     ,  75,  75,   ,2024,2,00000000,0,0,20241213,010523
DEAA C3000   , 100, 250,   ,2021,1,00000000,0,0,20220105,114936
E11E 990     , 150,    ,   ,2021,1,00000000,0,0,20241213,010139
K22E 113     , 500,    ,   ,2021,1,00000000,0,0,20220204,140739
K22E 113     , 500,    ,   ,2021,2,00000000,0,0,20220203,091239
FFCE2000     , 150,    ,   ,2021,3,00000000,0,0,20211124,134607
FSPNS00A     , 200, 500,   ,2021,1,00000000,0,0,20241213,010300
FSPN2000     , 100, 400,   ,2021,1,00000000,0,0,20241213,010253
F3TER900     , 500, 500,   ,2021,1,00000000,0,0,20241213,010149
DEFMALS460   , 200,    ,   ,2021,1,00000000,0,0,20220105,114934
FSPD5000     ,  75, 150,   ,2021,1,00000000,0,0,20241213,010233
FRPDR000     , 300, 200,   ,2021,1,00000000,0,0,20241213,010226
FFCZR000     , 450,    ,   ,2021,1,00000000,0,0,20211227,165036
FFCZR000     , 150,    ,   ,2021,1,00000000,0,0,20211125,111610
FFCZR000     , 600,    ,   ,2021,1,00000000,0,0,20211227,165036
FFCZR000     , 400,    ,   ,2021,1,00000000,0,0,20211227,165036
KS1ZR000     , 600,    ,   ,2021,1,00000000,0,0,20211227,165035
G45D 002     , 150,    ,   ,2021,1,00000000,0,0,20241213,010315
1RG  990     , 200,    ,   ,2021,1,00000000,0,0,20241213,010048
DCFMUU2000   , 150,    ,   ,2021,1,00000000,0,0,20220303,112038
DCBP0ER000   , 250,    ,   ,2021,1,00000000,0,0,20220216,101953
KZPD 000     ,  75, 450,   ,2021,2,00000000,0,0,20241213,010627
KKMD 000     , 250, 100,   ,2021,2,00000000,0,0,20241213,010503
GGUE HHH     , 300, 100,   ,2023,3,00000000,0,0,20230905,160218
FSPYR000     ,  75, 500,   ,2023,1,00000000,0,0,20230706,095513
KS2ER113     ,  75,    ,   ,2023,1,00000000,0,0,20230706,132833
KS1EA113     ,  75,    ,   ,2023,1,00000000,0,0,20230706,132833
K11E 113     , 350,    ,   ,2023,1,00000000,0,0,20230707,131345
K05E 113     , 350,    ,   ,2023,1,00000000,0,0,20230801,135131
KS1NR000     , 200,    ,   ,2023,2,00000000,0,0,20241213,010601
FTMNA000     , 300,    ,   ,2023,2,00000000,0,0,20241213,010306
KFTNA000     , 300, 100,   ,2023,2,00000000,0,0,20241213,010447
KFTNR000     , 300, 100,   ,2023,2,00000000,0,0,20241213,010449
KS1D7000     , 100,    ,   ,2023,2,00000000,0,0,20241213,010546
KS1N7000     , 100,    ,   ,2023,2,00000000,0,0,20241213,010558
GUTNA000     , 200,  75,   ,2023,1,00000000,0,0,20241213,010351
GS1EA000     , 150,    ,   ,2023,31,00000000,0,0,20241213,010343
K90E 000     , 150,    ,   ,2023,31,00000000,0,0,20241213,010429
KP1E 006     , 450,    ,   ,2023,3,00000000,0,0,20230706,101837
K45E 113     , 350,    ,   ,2023,2,00000000,0,0,20241213,010423
K11E 113     , 350,    ,   ,2023,2,00000000,0,0,20231101,102918
K05E 113     , 350,    ,   ,2023,2,00000000,0,0,20231106,134339
TTSN 000     , 100,  75,   ,2023,2,00000000,0,0,20241213,010810
FRPNR113     , 100,  75,   ,2022,2,00000000,0,0,20241213,010230
FRPNR113     , 150, 100,   ,2022,2,00000000,0,0,20241213,010230
K22E 002     , 600,    ,   ,2021,1,00000000,0,0,20241213,010413
KKSE 002     , 600, 450,   ,2021,1,00000000,1,0,20241213,010511
KS1EA002     , 600,    ,   ,2022,1,00000000,0,0,20241213,010551
KKTE 000     , 500, 350,   ,2023,1,00000000,0,0,20231016,001506
KKSE 998     , 100,  75,   ,2023,3,00000000,0,0,20240318,001544
FFCED000     , 150,    ,   ,2023,1,00000000,0,0,20231012,103947
F90CR000     ,  75,    ,   ,2021,2,00000000,0,0,20231206,181017
GVTDR000     , 250,  75,   ,2023,1,00000000,0,0,20241213,010352
KKTD 000     , 250, 250,   ,2023,1,00000000,0,0,20241213,010516
GS2ZA000     , 200,    ,   ,2021,2,00000000,0,0,20230727,150910
GUTZA000     , 200,  75,   ,2022,2,00000000,0,0,20230727,150930
KKSE 000     , 400, 150,   ,2023,1,00000000,0,0,20231226,164051
KZPE 000     , 100, 300,   ,2023,2,00000000,1,1,20241213,010629
FFCNA000     , 250,    ,   ,2023,2,00000000,0,0,20241213,010218
FFCNA000     , 300,    ,   ,2023,2,00000000,0,0,20241213,010219
TS1D2000     , 150,    ,   ,2023,2,00000000,0,0,20241213,010801
TS1N2000     , 150,    ,   ,2023,2,00000000,0,0,20241213,010804
FSPND000     ,  75, 250,   ,2023,1,00000000,0,0,20241213,010255
FRPND000     , 150, 100,   ,2023,1,00000000,0,0,20241213,010229
KS1NR113     , 450,    ,   ,2022,3,00000000,0,0,20241213,010602
GGSN 000     , 300, 250,   ,2023,1,00000000,0,0,20241213,010332
KUTER000     ,  75,  75,   ,2023,1,00000000,0,0,20240520,164805
KKSD 000     , 450, 250,   ,2023,1,00000000,0,0,20241213,010506
K90E 113     , 400,    ,   ,2023,3,00000000,0,0,20241213,010431
KFTEA113     , 400,  75,   ,2023,3,00000000,0,0,20241213,010439
KS1EA113     , 200,    ,   ,2023,3,00000000,0,0,20230913,143506
K22E 113     , 200,    ,   ,2023,3,00000000,0,0,20241213,010413
K45E 113     , 200,    ,   ,2023,3,00000000,0,0,20241213,010423
KFTEA113     , 200,  75,   ,2023,3,00000000,0,0,20231117,152722
GZPE 002     , 100, 300,   ,2023,1,00000000,0,0,20241213,010355
FSPES00A     , 200, 950,   ,2021,3,00000000,0,0,20230728,092401
FSPES00A     , 200, 950,   ,2022,3,00000000,0,0,20230728,092402
FSPES00A     , 200, 950,   ,2023,3,00000000,0,0,20241213,010252
F3TER000     , 500, 500,   ,2023,1,00000000,0,0,20230728,135832
K2TER000     , 500, 350,   ,2023,1,00000000,0,0,20230728,135832
KKMD 000     , 350, 150,   ,2023,1,00000000,0,0,20241213,010503
FSPER903     , 200,1387,   ,2023,1,00000000,0,0,20241213,010250
F90EA000     , 200,    ,   ,2023,3,00000000,0,0,20230728,175023
F90ZA000     , 200,    ,   ,2023,3,00000000,0,0,20230728,175023
FTMZA000     , 200,    ,   ,2023,3,00000000,0,0,20230728,175023
F90EA000     , 150,    ,   ,2023,3,00000000,0,0,20230728,175024
F90ESTAR     , 150,    ,   ,2023,3,00000000,0,0,20230728,175024
F90ZSTAR     , 150,    ,   ,2023,3,00000000,0,0,20230728,175024
F90ZSTAR     , 300,    ,   ,2023,3,00000000,0,0,20230728,175024
F90ESTAR     , 300,    ,   ,2023,3,00000000,0,0,20230728,175024
F3TER000     , 100, 100,   ,2023,3,00000000,0,0,20231113,102313
F90ZA000     , 500,    ,   ,2023,3,00000000,0,0,20230728,175024
F90ER000     , 500,    ,   ,2023,3,00000000,0,0,20230728,175024
F90ZA000     , 600,    ,   ,2023,3,00000000,0,0,20230728,175024
F90EA000     , 600,    ,   ,2023,3,00000000,0,0,20230728,175024
F90ZA000     , 200,    ,   ,2023,1,00000000,0,0,20230801,095011
FTMZA000     , 200,    ,   ,2023,1,00000000,0,0,20230801,095011
F90ESTAR     , 150,    ,   ,2023,1,00000000,0,0,20230801,095011
F90ZSTAR     , 150,    ,   ,2023,1,00000000,0,0,20230801,095011
F90ZSTAR     , 300,    ,   ,2023,1,00000000,0,0,20230801,095011
F90ESTAR     , 300,    ,   ,2023,1,00000000,0,0,20230801,095011
F90ZA000     , 500,    ,   ,2023,1,00000000,0,0,20230801,095011
DEKQ K2000   ,  75,    ,   ,2023,1,00000000,0,0,20230728,095116
FSPNS00A     ,  75, 150,   ,2023,3,00000000,0,0,20241213,010259
K45N 000     , 350,    ,   ,2023,2,00000000,0,0,20241213,010425
KKUD 000     , 400, 150,   ,2023,1,00000000,0,0,20241213,010529
F90ZA000     , 600,    ,   ,2023,1,00000000,0,0,20231206,165036
F90EA000     , 600,    ,   ,2023,1,00000000,0,0,20241213,010200
E90N 990     ,  75,    ,   ,2023,1,00000000,0,0,20241213,010140
FSPEA000     ,  75, 100,   ,2023,2,00000000,0,0,20241213,010237
GGUD 000     , 250, 200,   ,2023,1,00000000,0,0,20241213,010337
ZPFER000     , 200,  75,   ,2023,1,00000000,0,0,20231218,001607
FSPYR000     ,  75, 500,   ,2023,2,00000000,0,0,20230918,001501
GGUN 000     , 250, 200,   ,2023,1,00000000,0,0,20241213,010339
226FB1432    ,    ,    ,   ,2023,1,00000000,0,0,20241213,010053
G90E 002     , 100,    ,   ,2023,3,00000000,0,0,20230710,102909
GJRE 002     , 100,    ,   ,2023,3,00000000,0,0,20230710,102909
GS1EA002     , 100,    ,   ,2023,3,00000000,0,0,20230710,102909
G05E 002     , 150,    ,   ,2023,3,00000000,0,0,20230710,102909
KKUE 002     , 150, 100,   ,2023,3,00000000,0,0,20230710,102909
KP1E 002     , 100,    ,   ,2023,3,00000000,0,0,20230710,103033
G90E 002     , 100,    ,   ,2022,3,00000000,1,0,20241213,010320
GS1EA002     , 100,    ,   ,2022,3,00000000,0,0,20241213,010344
G05E 002     , 150,    ,   ,2022,3,00000000,4,0,20241213,010309
KKUE 002     , 150, 100,   ,2022,3,00000000,1,0,20241213,010534
FSPER000     , 100, 250,   ,2023,3,00000000,0,0,20241213,010247
FFCEA000     , 700,    ,   ,2023,1,00000000,0,0,20231016,001520
ZCFFA000     ,  50,  50,   ,2023,1,00000000,0,0,20230918,001515
K1SER902     , 150, 900,   ,2023,1,00000000,0,0,20230710,160411
FSPER000     , 100, 400,   ,2023,2,00000000,0,0,20241213,010248
FRPER000     , 200, 100,   ,2023,1,00000000,0,0,20240125,100853
K1SER000     , 150, 900,   ,2023,1,00000000,0,0,20230718,094150
KKSE 000     , 450, 350,   ,2023,1,00000000,2,0,20241213,010510
F90NA000     , 250,    ,   ,2023,2,00000000,0,0,20241213,010203
KFTER000     , 300, 100,   ,2023,2,00000000,0,0,20241213,010444
FSPNR000     , 200, 500,   ,2023,2,00000000,0,0,20241213,010259
FSPNR000     , 100, 318,   ,2023,1,00000000,0,0,20241213,010258
K1SNR000     ,  75,1000,   ,2023,1,00000000,0,0,20241213,010407
K1SNR000     ,  75, 245,   ,2023,1,00000000,0,0,20241213,010407
ZPFNR000     , 150,  50,   ,2023,1,00000000,0,0,20241213,010824
ZPFNA000     , 150,  50,   ,2023,1,00000000,0,0,20241213,010823
FSPNR000     , 200, 500,   ,2023,1,00000000,0,0,20241213,010259
GGHN 113     ,  75,    ,   ,2023,1,00000000,0,0,20241213,010330
GGHN 000     ,  75,    ,   ,2023,1,00000000,0,0,20241213,010330
KS2ND000     , 450,    ,   ,2023,1,00000000,0,0,20241213,010619
KS1ND000     , 400,    ,   ,2023,1,00000000,0,0,20241213,010600
FFCNA000     , 150,    ,   ,2023,2,00000000,0,0,20241213,010218
GZPN 002     , 200, 450,   ,2023,1,00000000,0,0,20241213,010357
E45E K13     ,  75,    ,   ,2023,1,00000000,0,0,20241213,010140
EE4E K13     ,  75,    ,   ,2023,1,00000000,0,0,20241213,010140
ES3E K13     ,  75,    ,   ,2023,1,00000000,0,0,20230711,113414
EEHE K13     ,  75,    ,   ,2023,1,00000000,0,0,20230711,113414
ES3E K13     ,  75,    ,   ,2022,1,00000000,0,0,20241213,010142
EEHE K13     ,  75,    ,   ,2021,1,00000000,0,0,20241213,010141
T90E 000     , 150,    ,   ,2023,1,00000000,0,0,20230803,091619
DFBPTYR000   , 300,    ,   ,2023,1,00000000,0,0,20230918,001515
E45N K13     ,  75,    ,   ,2023,1,00000000,0,0,20241213,010140
EE4N K13     ,  75,    ,   ,2023,1,00000000,0,0,20241213,010141
RAID 910     , 150,    ,   ,2021,1,00000000,0,0,20230711,162157
FSPES0R2     ,  75, 300,   ,2023,1,00000000,0,0,20230918,001515
FSPNR000     , 100, 318,   ,2023,3,00000000,0,0,20241213,010258
K1SNR000     ,  75, 245,   ,2023,3,00000000,0,0,20241213,010407
K1SNR000     ,  75,1000,   ,2023,3,00000000,0,0,20241213,010407
DIBLUE 000   , 150,    ,   ,2023,1,00000000,0,0,20241213,010138
KJRZ 000     , 300,    ,   ,2023,3,00000000,0,0,20241213,010500
GG2N 113     , 100,    ,   ,2023,1,00000000,0,0,20241213,010326
TP1E 006     , 150,    ,   ,2023,3,00000000,0,0,20240318,001527
E45N 990     , 150,    ,   ,2023,1,00000000,0,0,20241213,010140
K1SD2000     ,  75, 900,   ,2023,1,00000000,0,0,20241213,010405
FSPD2000     ,  75, 550,   ,2023,1,00000000,0,0,20241213,010232
K11E 113     , 250,    ,   ,2023,2,00000000,0,0,20230918,001534
316FB4088    ,    ,    ,   ,2023,3,00000000,0,0,20241213,010100
G45N 113     ,  75,    ,   ,2023,1,00000000,0,0,20241213,010318
K11N 113     , 150,    ,   ,2021,3,00000000,0,0,20241213,010405
GGHE 000     ,  75,    ,   ,2023,11,00000000,0,0,20230712,140702
K11E 113     , 350,    ,   ,2023,3,00000000,0,0,20230712,141402
K05E 113     , 350,    ,   ,2023,3,00000000,0,0,20230712,141402
K22E 113     , 350,    ,   ,2021,3,00000000,0,0,20241213,010413
K11E 113     , 350,    ,   ,2021,3,00000000,0,0,20241213,010403
K05E 113     , 350,    ,   ,2021,3,00000000,0,1,20241213,010358
K05E 000     , 350,    ,   ,2021,3,00000000,0,0,20241213,010358
KS1NR113     , 350,    ,   ,2023,3,00000000,0,0,20241213,010602
K45N 113     , 350,    ,   ,2023,3,00000000,0,0,20241213,010426
FSPEA000     ,  75, 100,   ,2023,31,00000000,0,0,20241213,010237
GS1EA000     , 200,    ,   ,2023,31,00000000,0,0,20241213,010343
KS1EA000     ,  75,    ,   ,2023,31,00000000,0,0,20241213,010549
KKME 000     , 600, 200,   ,2023,2,00000000,0,0,20230712,182855
KFTEA000     , 600,  75,   ,2023,2,00000000,0,0,20230712,182855
KFTEA000     , 450,  75,   ,2023,2,00000000,0,0,20230712,182855
KFTEA000     , 400,  75,   ,2023,2,00000000,0,0,20230712,182855
KKSE 000     , 450, 400,   ,2023,2,00000000,0,0,20230712,182855
KKME 000     , 600, 200,   ,2023,1,00000000,0,0,20230918,001534
KFTEA000     , 450,  75,   ,2023,1,00000000,0,0,20240318,001517
KKSE 000     , 450, 400,   ,2023,1,00000000,0,0,20241213,010510
FSPCA000     ,  75, 250,   ,2023,3,00000000,0,0,20241213,010231
KS2ED000     , 300,    ,   ,2023,3,00000000,0,0,20241213,010611
ZPFNR000     ,  75,  75,   ,2023,2,00000000,0,0,20241213,010824
FSPDR000     , 200, 500,   ,2023,1,00000000,0,0,20241213,010236
E45D 990     , 150,    ,   ,2023,1,00000000,0,0,20241213,010140
KS1ZA000     , 300,    ,   ,2023,1,00000000,0,0,20230918,001435
KS2ZA000     , 300,    ,   ,2023,1,00000000,0,0,20230918,001435
KS1ZD000     , 300,    ,   ,2023,1,00000000,0,0,20230918,001435
KS2ZD000     , 300,    ,   ,2023,1,00000000,0,0,20230918,001435
FFCZ2000     , 300,    ,   ,2023,1,00000000,0,0,20230918,001435
ZDSN 000     , 100,  25,   ,2023,1,00000000,0,0,20241213,010817
KJRN 000     , 700,    ,   ,2023,1,00000000,0,0,20241213,010459
FRPER904     , 400, 150,   ,2023,3,00000000,0,0,20241213,010229
DFAA CR000   ,  75, 200,   ,2023,1,00000000,0,0,20230713,120541
RVAD 399     , 300,    ,   ,2023,1,00000000,0,0,20241213,010747
FSPED000     ,  75, 550,   ,2021,1,00000000,0,0,20230713,133355
FSPED000     ,  75, 550,   ,2022,1,00000000,0,0,20230713,133355
FSPED000     ,  75, 550,   ,2023,1,00000000,0,0,20241213,010243
K1SED000     ,  75, 900,   ,2021,1,00000000,0,0,20230713,133402
K1SED000     ,  75, 900,   ,2022,1,00000000,0,0,20230713,133402
K1SED000     ,  75, 900,   ,2023,1,00000000,0,0,20241213,010406
KS1ER113     , 450,    ,   ,2023,3,00000000,0,0,20230713,163738
KS1ZR000     , 250,    ,   ,2023,3,00000000,0,0,20241213,010604
KKUN 000     , 100,  75,   ,2023,2,00000000,0,0,20241213,010535
KJRN 000     ,  75,    ,   ,2023,2,00000000,0,0,20241213,010458
G90N 002     ,  75,    ,   ,2023,1,00000000,0,0,20241213,010320
KZPE 000     ,  75, 300,   ,2023,2,00000000,0,0,20241213,010628
TS1ER006     , 150,    ,   ,2023,3,00000000,0,0,20230822,104422
