商品CD,呼び径1,呼び径2,呼び径3,年号,倉庫部門CD,年月度,現在庫_完成品数,現在庫_出荷予定数,最終更新日,最終更新時刻
asdfasd
FSPND000     ,  75, 150,   ,2023,1,00000000,0,0,20241213,010255
GGSN 000     , 150, 100,   ,2023,1,00000000,0,0,20241213,010332
KJRE 000     , 200,    ,   ,2023,11,00000000,0,0,20241213,010454
K45C 904     , 500,    ,   ,2023,1,00000000,0,0,20241213,010419
K22C 904     , 500,    ,   ,2023,1,00000000,0,0,20241213,010409
KJRC 904     , 500,    ,   ,2023,1,00000000,0,0,20241213,010451
KS1CR904     , 500,    ,   ,2023,1,00000000,0,0,20241213,010545
KS2N2000     , 150,    ,   ,2023,1,00000000,0,0,20241213,010616
GJRE 000     , 200,    ,   ,2021,3,00000000,0,0,20241213,010340
KKSE 000     , 200, 100,   ,2021,3,00000000,0,0,20241213,010507
FFCDR000     , 150,    ,   ,2021,3,00000000,0,0,20241213,010209
K22D 000     ,  75,    ,   ,2021,3,00000000,0,0,20241213,010409
N11N 000     , 400,    ,   ,2021,3,00000000,0,0,20241213,010641
NNTD 000     , 300, 100,   ,2021,3,00000000,0,0,20241213,010716
KKTE 000     , 350, 350,   ,2021,3,00000000,0,0,20210209,105418
FFCND000     , 250,    ,   ,2021,1,00000000,0,0,20241213,010219
KJRY 113     , 100,    ,   ,2023,1,00000000,0,0,20241213,010500
K11N 000     ,  75,    ,   ,2023,2,00000000,0,0,20241213,010404
KS2NR000     , 200,    ,   ,2023,2,00000000,0,0,20241213,010620
KS2NA000     , 200,    ,   ,2023,2,00000000,0,0,20241213,010617
ZPFN2001     , 150,  50,   ,2021,2,00000000,0,0,20241213,010823
KS2ED000     , 600,    ,   ,2022,1,00000000,0,0,20221031,152136
G11N 113     , 300,    ,   ,2022,1,00000000,0,0,20241213,010313
G11N 002     , 300,    ,   ,2022,1,00000000,0,0,20241213,010313
KS2N2000     , 250,    ,   ,2022,1,00000000,0,0,20241213,010616
F3TER000     , 150, 150,   ,2022,3,00000000,0,0,20221219,160322
KKUN 000     , 300, 100,   ,2022,1,00000000,0,0,20241213,010536
KS1EF000     ,  75,    ,   ,2022,1,00000000,0,0,20230213,001446
T45E 000     , 250,    ,   ,2022,1,00000000,0,0,20220719,001425
FRPDR000     , 300, 200,   ,2022,1,00000000,0,0,20241213,010226
FRPDR000     , 300, 250,   ,2022,1,00000000,0,0,20241213,010226
FFCED000     , 250,    ,   ,2022,1,00000000,0,0,20241213,003132
KFTD2000     , 300,  75,   ,2022,1,00000000,0,0,20241213,010434
FSPES00A     ,  75, 500,   ,2022,2,00000000,0,0,20241213,010251
KKTD 000     , 300, 100,   ,2022,2,00000000,0,0,20241213,010516
KS1NA000     , 100,    ,   ,2022,2,00000000,0,0,20241213,010559
6BN  000     , M20,  80,   ,2021,1,00000000,0,0,20241213,010107
BKZ10854     ,  75,    ,   ,2021,1,00000000,0,0,20241213,010117
BKZ10999     ,  25,    ,   ,2021,1,00000000,0,0,20241213,010117
BZY11064     ,   9, 300,   ,2021,1,00000000,0,0,20241213,010117
FRPDR000     , 200, 100,   ,2021,1,00000000,0,0,20241213,010226
FRPNS0D2     , 200, 100,   ,2021,1,00000000,0,0,20241213,010230
EEHN 990     , 150,    ,   ,2021,1,00000000,0,0,20241213,010141
G22E 002     , 300,    ,   ,2021,3,00000000,0,0,20241213,010314
NNTE 000     , 300, 200,   ,2021,2,00000000,0,0,20241213,010718
G90E 113     , 100,    ,   ,2021,2,00000000,0,0,20211006,152139
G90E 113     , 100,    ,   ,2021,1,00000000,0,0,20241213,010320
KKSN 000     , 500, 450,   ,2021,1,00000000,0,0,20241213,010513
FFCER000     ,  75,    ,   ,2023,11,00000000,0,0,20241213,010214
GGSE 000     , 150, 100,   ,2023,11,00000000,6,0,20241213,010331
GGUE 000     , 150, 100,   ,2023,11,00000000,4,0,20241213,010338
GG2E 000     , 150,    ,   ,2023,11,00000000,0,0,20241213,010325
GG4E 000     ,  75,    ,   ,2022,11,00000000,0,0,20241120,090138
GG2E 000     , 100,    ,   ,2022,11,00000000,0,0,20241213,010325
G45E 000     , 100,    ,   ,2023,11,00000000,0,0,20241213,010316
GGTE 000     , 150, 150,   ,2023,11,00000000,0,0,20241213,010334
GGHE 000     ,  75,    ,   ,2022,11,00000000,0,0,20241213,010329
GGHE 000     , 100,    ,   ,2022,11,00000000,0,0,20241213,010329
GGHE 000     , 200,    ,   ,2023,11,00000000,0,0,20241213,010330
F3TDR000     , 300, 300,   ,2023,1,00000000,1,0,20241213,010145
KKSE 000     , 250, 150,   ,2023,3,00000000,0,0,20241213,010508
FSPNA000     ,  75, 300,   ,2023,3,00000000,0,0,20241213,010254
KS1E2000     ,  75,    ,   ,2023,2,00000000,0,0,20241213,010548
GSPD 000     , 400,    ,   ,2023,1,00000000,0,0,20241213,010348
EE4N 990     ,  75,    ,   ,2023,1,00000000,0,0,20241213,010140
EJRN 990     ,  75,    ,   ,2023,1,00000000,0,0,20241213,010141
EE2N 990     ,  75,    ,   ,2023,1,00000000,0,0,20241213,010140
ZPFED001     ,  75,  50,   ,2023,2,00000000,0,0,20240122,001512
ZPFEA000     , 100,  50,   ,2023,2,00000000,0,0,20241213,010820
KZPN 000     , 200, 450,   ,2023,2,00000000,0,0,20241213,010632
T90N 000     , 150,    ,   ,2023,2,00000000,0,0,20241213,010757
FFCYR113     , 150,    ,   ,2023,3,00000000,0,0,20241213,010221
KS1YR113     ,  75,    ,   ,2023,3,00000000,0,0,20241213,010603
KKSY 113     , 250, 150,   ,2023,3,00000000,0,0,20241213,010514
KS2EA000     , 400,    ,   ,2023,2,00000000,0,0,20241213,010610
K90E 000     , 400,    ,   ,2023,2,00000000,0,0,20240318,001537
FSPED000     , 100, 300,   ,2023,1,00000000,0,0,20240219,001508
KKUE 000     , 250, 150,   ,2023,3,00000000,0,0,20230327,133242
DEAA T2000   ,  75, 200,   ,2023,2,00000000,0,0,20230327,135239
DEAA T2000   ,  75, 200,   ,2023,1,00000000,0,0,20230515,001504
GVTEA000     , 300,  75,   ,2023,1,00000000,1,0,20241213,010352
K90Z 000     , 500,    ,   ,2023,2,00000000,0,0,20230612,001444
K05E 000     , 500,    ,   ,2023,2,00000000,0,0,20230817,001542
RCAE 916     ,  75,    ,   ,2023,1,00000000,0,0,20241213,010747
RCAE 916     , 150,    ,   ,2023,1,00000000,0,0,20241213,010747
KJRE 113     , 450,    ,   ,2023,2,00000000,0,0,20240410,001542
FSPEF000     ,  75, 200,   ,2023,2,00000000,0,0,20240903,130852
TS2ER000     , 200,    ,   ,2023,2,00000000,0,0,20241213,010807
KZPE 000     , 200, 450,   ,2023,2,00000000,0,0,20241213,010629
GL4E 916     , 200,    ,   ,2023,1,00000000,0,0,20241213,010342
GGTE 002     , 250, 100,   ,2022,1,00000000,0,0,20241213,010336
TS2D5000     , 200,    ,   ,2023,2,00000000,2,0,20241213,010805
ZPJD 000     , 200,  50,   ,2023,3,00000000,0,0,20241213,010825
G90E 000     , 100,    ,   ,2023,31,00000000,0,0,20241213,010319
G05E 002     , 300,    ,   ,2023,1,00000000,0,0,20241213,010309
G11E 002     , 300,    ,   ,2023,1,00000000,0,0,20241213,010312
G22E 002     , 300,    ,   ,2023,1,00000000,0,0,20241213,010314
GGSE 000     , 400, 300,   ,2022,1,00000000,0,0,20241213,010332
GGUE 000     , 400, 300,   ,2022,1,00000000,0,0,20241213,010338
KFTEA000     , 100, 100,   ,2023,2,00000000,0,0,20240219,001534
F3TER000     , 250, 250,   ,2023,2,00000000,0,0,20231206,111935
FTMNA000     , 200,    ,   ,2022,3,00000000,0,0,20241213,010306
GZPE 000     ,  75, 450,   ,2023,72,00000000,2,0,20241213,010354
KS1ED000     , 150,    ,   ,2023,3,00000000,0,0,20241213,010552
KS1ED113     , 150,    ,   ,2023,3,00000000,0,0,20241213,010553
KS1ZR000     , 150,    ,   ,2023,3,00000000,0,0,20240515,001638
TS2ZR000     , 150,    ,   ,2023,3,00000000,0,0,20241213,010809
KFTED000     , 200,  75,   ,2023,3,00000000,0,0,20230908,113404
KS2ED000     , 150,    ,   ,2023,3,00000000,1,0,20241213,010611
ES1NA990     , 150,    ,   ,2023,1,00000000,4,0,20241213,010142
F3TEA000     , 100, 100,   ,2023,1,00000000,0,0,20231017,085022
KS2EA000     , 600,    ,   ,2023,1,00000000,0,0,20240219,001535
DEAG SG000   ,  75, 100,   ,2021,2,00000000,0,0,20230907,181202
DEAG SG000   ,  75, 100,   ,2022,2,00000000,0,0,20230907,181204
TS2ZR000     , 150,    ,   ,2021,2,00000000,0,0,20230907,092254
TS2ZR000     , 150,    ,   ,2022,2,00000000,0,0,20230907,092254
TS2ZR000     , 150,    ,   ,2023,2,00000000,0,0,20230907,094537
KKTN 000     , 150, 100,   ,2023,3,00000000,0,0,20241213,010524
FSPER113     ,  75, 500,   ,2023,3,00000000,0,0,20241213,010249
FFCER113     ,  75,    ,   ,2023,3,00000000,0,0,20241213,010217
FFCEA000     , 450,    ,   ,2023,1,00000000,1,0,20241213,010213
FFCEA000     , 400,    ,   ,2023,1,00000000,3,0,20241213,010213
F90ESTAR     , 150,    ,   ,2023,2,00000000,0,0,20241213,010203
GFTED000     , 200,  75,   ,2023,3,00000000,0,0,20230410,070357
KS1EA113     , 400,    ,   ,2023,2,00000000,0,0,20241213,010551
KS2EA113     , 400,    ,   ,2023,2,00000000,0,0,20241213,010610
GGTD 000     ,  75,  75,   ,2023,1,00000000,0,0,20241213,010333
GGUN 000     , 400, 200,   ,2023,1,00000000,0,0,20241213,010339
GGSN 000     , 400, 200,   ,2022,1,00000000,0,0,20241213,010332
KUTEA000     , 250,  75,   ,2023,2,00000000,0,0,20240426,102115
FFCYR113     , 100,    ,   ,2023,3,00000000,0,0,20241213,010221
FFCYR113     ,  75,    ,   ,2023,3,00000000,0,0,20241213,010221
KKTY 113     , 250, 150,   ,2023,3,00000000,0,0,20241213,010527
K90Y 113     , 250,    ,   ,2023,3,00000000,0,0,20241213,010433
GSPD 000     , 100,    ,   ,2023,1,00000000,0,0,20241213,010348
GGSN 000     , 400, 200,   ,2023,1,00000000,0,0,20241213,010332
E05N 990     , 100,    ,   ,2023,1,00000000,8,0,20241213,010139
KS2EF904     , 500,    ,   ,2023,1,00000000,0,0,20241213,010612
FFCEF000     , 300,    ,   ,2023,1,00000000,0,0,20230328,101934
FFCEF000     , 400,    ,   ,2023,1,00000000,0,0,20231016,001520
FFCER000     , 700,    ,   ,2023,1,00000000,0,0,20230328,132236
ZPFER000     ,  75,  75,   ,2021,0,00000000,0,0,20230419,085854
DEAA TG000   ,  75, 200,   ,2023,1,00000000,0,0,20241213,010122
DEAA TG000   ,  75, 300,   ,2023,1,00000000,0,0,20240918,143329
FSPNR113     ,  75, 500,   ,2023,3,00000000,0,0,20241213,010259
DEAA T2000   , 100, 250,   ,2023,1,00000000,0,0,20241213,010122
DEKQ K2000   , 100,    ,   ,2023,1,00000000,0,0,20241213,010129
KS1EA113     , 400,    ,   ,2023,1,00000000,0,0,20230405,153644
KS2EA113     , 400,    ,   ,2023,1,00000000,0,0,20230405,153644
GJRE 000     , 100,    ,   ,2023,2,00000000,23,3,20241213,010340
KKSE 000     , 300, 100,   ,2023,3,00000000,2,0,20241213,010508
KZPE 000     , 100, 300,   ,2023,3,00000000,1,2,20241213,010629
EE2E 990     , 100,    ,   ,2023,1,00000000,0,0,20241213,010140
F90DR000     , 400,    ,   ,2023,1,00000000,4,0,20241213,010159
KJRN 000     , 300,    ,   ,2023,3,00000000,0,0,20241213,010459
FFCED000     , 300,    ,   ,2023,1,00000000,0,0,20231101,135419
FFCN2000     ,  75,    ,   ,2023,2,00000000,0,0,20241213,010217
K1SDR000     ,  75, 450,   ,2023,2,00000000,0,0,20241213,010405
K1SNR535     ,  75, 450,   ,2023,2,00000000,0,0,20241213,010407
K1SDR000     , 100, 450,   ,2023,2,00000000,0,0,20241213,010405
K1SNR535     , 100, 450,   ,2023,2,00000000,0,0,20241213,010407
G90N 002     , 100,    ,   ,2023,1,00000000,0,0,20241213,010320
GZPN 002     , 100, 300,   ,2023,1,00000000,0,0,20241213,010357
KJRE 113     , 600,    ,   ,2023,1,00000000,0,0,20240219,001535
DEFJARR000   , 300,    ,   ,2023,1,00000000,0,0,20230608,120511
GZPE 002     , 200, 300,   ,2023,3,00000000,0,0,20241213,010355
G11E 002     , 200,    ,   ,2023,3,00000000,1,0,20241213,010312
FFCD2000     , 200,    ,   ,2023,1,00000000,0,0,20241213,010208
GGTE 002     , 150,  75,   ,2023,1,00000000,0,0,20241213,010335
GSPE 002     , 150,    ,   ,2023,1,00000000,0,0,20241213,010349
K90E 000     , 250,    ,   ,2023,1,00000000,0,0,20241213,010429
K22E 998     ,  75,    ,   ,2023,1,00000000,0,0,20230315,165634
K11E 998     ,  75,    ,   ,2023,1,00000000,0,0,20230315,165634
KKTN 000     , 300, 150,   ,2023,3,00000000,0,0,20241213,010525
KS1NR000     , 100,    ,   ,2023,3,00000000,0,0,20241213,010601
K22E 998     ,  75,    ,   ,2023,2,00000000,0,0,20241213,010413
K11E 998     ,  75,    ,   ,2023,2,00000000,0,0,20230316,084123
KKUE 000     , 300, 100,   ,2023,3,00000000,0,0,20241213,010531
KKSE 000     , 200, 100,   ,2023,1,00000000,0,0,20241213,010507
K90E 000     , 100,    ,   ,2023,3,00000000,4,0,20241213,010428
KS1E2113     , 100,    ,   ,2023,3,00000000,0,0,20230316,073211
KS1E2000     , 100,    ,   ,2023,3,00000000,0,0,20230315,130729
GS2ER000     , 300,    ,   ,2023,1,00000000,0,0,20230817,001520
KKTZ 000     , 150, 150,   ,2023,2,00000000,0,0,20230316,105511
KS1ZD000     , 150,    ,   ,2023,2,00000000,0,0,20230316,105511
KS2ZD000     , 150,    ,   ,2023,2,00000000,0,0,20230316,105511
KS2ZA000     , 150,    ,   ,2023,2,00000000,0,0,20230316,105511
K90V 000     , 150,    ,   ,2023,2,00000000,0,0,20230316,105511
1RG  000     , 250,    ,   ,2023,2,00000000,0,0,20240219,001546
PRGB 000     , 250,    ,   ,2023,2,00000000,10,11,20241213,010744
KKSE 000     , 300, 150,   ,2023,1,00000000,0,0,20241213,010508
TTTE 000     ,  75,  75,   ,2023,2,00000000,7,0,20241213,010810
ZPJE 000     ,  75,  50,   ,2023,2,00000000,19,0,20241213,010825
KUBD 919     , 500,    ,   ,2023,1,00000000,0,0,20241213,010622
TTTE 000     , 200, 200,   ,2023,3,00000000,0,0,20231013,145021
KKTN 000     , 200, 100,   ,2023,2,00000000,0,0,20241213,010524
KS1NA000     , 250,    ,   ,2023,2,00000000,0,0,20241213,010559
K45E 000     , 150,    ,   ,2023,72,00000000,1,0,20241213,010421
KJRZ 113     , 300,    ,   ,2023,3,00000000,0,0,20241213,010500
EE4E 990     , 150,    ,   ,2023,1,00000000,0,0,20241213,010140
FFCEF900     , 100,    ,   ,2023,3,00000000,0,0,20241213,010214
FSPDR000     ,  75, 400,   ,2023,3,00000000,0,0,20241213,010234
GS2EF000     , 300,    ,   ,2023,1,00000000,0,0,20231218,001539
F90EF000     , 300,    ,   ,2023,1,00000000,0,0,20231218,001539
DEAA CG000   ,  75, 200,   ,2023,1,00000000,0,0,20231116,001530
DEFJARR000   , 100,    ,   ,2023,1,00000000,0,0,20240122,001513
KS2N2113     , 100,    ,   ,2022,3,00000000,0,0,20241213,010617
KJRE 113     , 300,    ,   ,2023,2,00000000,0,0,20241213,010457
226VB1432    ,    ,    ,   ,2023,1,00000000,0,0,20241213,010053
226DB1432    ,    ,    ,   ,2023,1,00000000,0,0,20241213,010053
GS1NA000     , 100,    ,   ,2023,1,00000000,0,0,20241213,010345
GGTN 000     ,  75,  75,   ,2023,1,00000000,0,0,20241213,010336
DFH1 LR479   ,  75,    ,   ,2023,1,00000000,0,0,20241213,010133
KKUE 000     , 400, 300,   ,2023,3,00000000,0,0,20241213,010533
K90Z 000     , 200,    ,   ,2023,3,00000000,0,0,20241213,010433
K45Z 000     , 200,    ,   ,2023,3,00000000,0,0,20241213,010426
KJRZ 000     , 200,    ,   ,2023,3,00000000,0,0,20241213,010500
KS2D5000     , 250,    ,   ,2023,1,00000000,0,0,20241213,010605
FRPDR000     , 300, 250,   ,2023,1,00000000,0,0,20241213,010226
F45DR000     ,  75,    ,   ,2023,1,00000000,0,0,20241213,010155
KFTDR000     , 150, 100,   ,2023,1,00000000,0,0,20241213,010436
FSPD2000     ,  75, 100,   ,2023,1,00000000,0,0,20241213,010232
GGTD 000     , 100,  75,   ,2023,1,00000000,0,0,20241213,010333
FRPER000     , 400, 250,   ,2023,1,00000000,0,0,20230515,001503
K2TER000     , 600, 400,   ,2023,1,00000000,0,0,20230515,001503
F90ER000     , 600,    ,   ,2023,1,00000000,0,0,20240219,001535
FRPZR000     , 400, 250,   ,2023,1,00000000,0,0,20230515,001503
F90ZR000     , 250,    ,   ,2023,1,00000000,0,0,20231208,095024
FFCZR000     , 600,    ,   ,2023,1,00000000,0,0,20231109,131831
KJRZ 000     , 600,    ,   ,2023,1,00000000,0,0,20230515,001503
F90ZR000     , 600,    ,   ,2023,1,00000000,0,0,20230515,001503
KS2ZR000     , 600,    ,   ,2023,1,00000000,0,0,20230515,001503
FSPES025     ,  75, 400,   ,2023,1,00000000,0,0,20230324,120202
FSPE2000     , 100, 150,   ,2023,1,00000000,1,0,20241213,010236
KS2DR000     , 250,    ,   ,2023,2,00000000,0,0,20241213,010606
KKSD 000     , 250, 100,   ,2023,2,00000000,0,0,20241213,010505
KKMD 000     , 200, 100,   ,2023,2,00000000,0,0,20241213,010503
KKSD 000     , 100,  75,   ,2023,2,00000000,0,0,20241213,010505
F3TDR000     , 150,  75,   ,2023,2,00000000,0,0,20241213,010144
KS1DR000     , 200,    ,   ,2023,3,00000000,0,0,20241213,010547
GVTEA000     , 300,  75,   ,2023,3,00000000,0,0,20241213,010352
KS1EA000     , 200,    ,   ,2021,31,00000000,0,0,20230629,092219
FB1EA000     , 400, 100,   ,2023,1,00000000,5,4,20241213,010207
KS1E5000     , 200,    ,   ,2023,1,00000000,0,0,20231128,082921
KS1E5000     , 250,    ,   ,2023,1,00000000,0,0,20240219,001545
FFCD2000     ,  75,    ,   ,2021,2,00000000,0,0,20241213,010208
FFCD2000     , 100,    ,   ,2021,2,00000000,0,0,20241213,010208
KS1D2000     , 300,    ,   ,2021,2,00000000,0,0,20241213,010545
KZPD 000     , 100, 450,   ,2021,2,00000000,0,0,20241213,010627
KZPD 000     , 150, 450,   ,2021,2,00000000,0,0,20241213,010628
K22D 000     , 300,    ,   ,2021,1,00000000,0,0,20241213,010410
DFBPTXN000   , 400,    ,   ,2021,1,00000000,0,0,20241213,010132
F90EA000     ,  75,    ,   ,2021,2,00000000,0,0,20241213,010159
F90EA000     ,  75,    ,   ,2021,1,00000000,0,0,20241213,010159
DFKR  R000   ,  25,    ,   ,2021,1,00000000,13,0,20241213,010135
GS2EA000     , 100,    ,   ,2021,11,00000000,0,0,20241213,010346
K90E 000     ,  75,    ,   ,2021,11,00000000,0,0,20241213,010428
GGTE 113     , 200, 150,   ,2021,1,00000000,0,0,20241213,010336
G90E 113     , 150,    ,   ,2021,1,00000000,0,0,20241213,010320
G45E 113     , 150,    ,   ,2021,1,00000000,0,0,20241213,010317
G45E 113     , 200,    ,   ,2021,1,00000000,0,0,20241213,010317
KS1YR113     , 450,    ,   ,2021,1,00000000,0,0,20210205,175005
KS1YR000     , 500,    ,   ,2021,1,00000000,0,0,20210205,175005
GG4N 113     , 250,    ,   ,2021,1,00000000,0,0,20241213,010328
GG4N 000     , 250,    ,   ,2021,1,00000000,0,0,20241213,010328
ZPFER000     , 250,  50,   ,2021,1,00000000,0,0,20241213,010823
G45E 000     , 250,    ,   ,2021,2,00000000,0,0,20241213,010316
G90E 000     ,  75,    ,   ,2021,2,00000000,0,0,20241213,010319
GG4E 000     ,  75,    ,   ,2021,2,00000000,0,0,20241213,010326
G45E 000     , 200,    ,   ,2021,2,00000000,0,0,20241213,010316
G11E 000     , 200,    ,   ,2021,2,00000000,0,0,20241213,010311
GZPE 000     , 300, 300,   ,2021,2,00000000,0,0,20241213,010355
GG2E 000     , 300,    ,   ,2021,2,00000000,0,0,20241213,010325
DEKQ K 000   ,  25,    ,   ,2021,1,00000000,0,0,20241213,010129
G05E 000     ,  75,    ,   ,2021,31,00000000,0,0,20241213,010308
GZPE 000     , 200, 300,   ,2021,31,00000000,0,0,20241213,010354
G90N 002     , 100,    ,   ,2021,1,00000000,0,0,20241213,010320
PRGB 000     , 150,    ,   ,2021,3,00000000,13,0,20241213,010744
1RG  000     , 150,    ,   ,2021,3,00000000,0,0,20241213,010047
KKTE 000     , 400, 300,   ,2021,3,00000000,0,0,20241213,010521
KKUE 000     , 400, 150,   ,2021,3,00000000,0,0,20241213,010532
KKUE 000     , 400, 250,   ,2021,3,00000000,0,0,20210205,135121
KKUE 000     , 400, 300,   ,2021,3,00000000,0,0,20241213,010533
KKUE 000     , 400, 350,   ,2021,3,00000000,0,0,20241213,010533
GGME 113     , 300, 100,   ,2023,1,00000000,0,0,20231116,001456
GS1EA113     , 300,    ,   ,2023,1,00000000,0,0,20241206,141009
GS1NF002     , 200,    ,   ,2023,1,00000000,0,0,20241213,010345
KKTE 000     , 300, 150,   ,2023,3,00000000,3,2,20241213,010520
KKTE 000     , 300, 300,   ,2023,3,00000000,0,1,20241213,010520
KKTE 000     , 300, 150,   ,2023,2,00000000,0,1,20241213,010520
GZPN 000     ,  75, 300,   ,2023,1,00000000,0,0,20241213,010356
G22N 002     , 100,    ,   ,2023,1,00000000,0,0,20241213,010315
GS1E2000     , 150,    ,   ,2023,1,00000000,0,0,20240424,090442
F3TES0AA     ,  75,  75,   ,2023,2,00000000,0,0,20230213,102643
DEBFTRR450   , 600,    ,   ,2023,1,00000000,0,0,20241213,010124
FRPEA000     , 300, 200,   ,2023,1,00000000,0,0,20230213,150533
KFTED000     , 150,  75,   ,2023,1,00000000,0,0,20241213,010440
FRPEA000     , 100,  75,   ,2023,2,00000000,1,0,20241213,010226
KKTE 000     , 300, 150,   ,2023,1,00000000,1,1,20241213,010520
KKTE 000     , 300, 300,   ,2023,1,00000000,3,3,20241213,010520
FFCE2000     , 150,    ,   ,2023,2,00000000,0,0,20241213,010211
K45Z 000     , 300,    ,   ,2021,2,00000000,0,0,20230213,174846
K45Z 000     , 300,    ,   ,2023,2,00000000,0,0,20241213,010426
781MB2101    ,    ,    ,   ,2023,1,00000000,0,0,20230412,001512
KZPE 000     , 300, 450,   ,2023,1,00000000,1,0,20241213,010630
GGSE AAA     , 200, 150,   ,2023,1,00000000,0,0,20230314,140005
1RG  000     , 250,    ,   ,2023,3,00000000,0,0,20231213,103107
8BN  000     , M20,  75,   ,2023,1,00000000,0,0,20241213,010109
2RP  000     , 150,    ,   ,2023,1,00000000,0,0,20241213,010058
4RP 2000     , 150,    ,   ,2023,1,00000000,0,0,20241213,010105
2BS  000     , M16,  65,   ,2023,1,00000000,0,0,20241213,010057
TS1DR000     ,  75,    ,   ,2023,1,00000000,0,0,20241213,010801
ZPFER000     ,  50,  50,   ,2024,3,00000000,25,0,20241213,010821
KJRD 000     , 250,    ,   ,2024,3,00000000,0,0,20241213,010452
KJRN 113     , 150,    ,   ,2023,2,00000000,0,0,20241213,010500
FTMNR000     , 200,    ,   ,2024,2,00000000,9,0,20241213,010306
KUTNR000     , 150,  75,   ,2024,2,00000000,0,0,20241213,010625
FTMZR000     , 500,    ,   ,2024,1,00000000,0,0,20240215,115633
FTMZA000     , 500,    ,   ,2024,1,00000000,0,0,20241127,193401
K90N 113     ,  75,    ,   ,2023,2,00000000,0,0,20241213,010432
K22E 000     , 100,    ,   ,2024,2,00000000,106,4,20241213,010411
DEKQ KR000   ,  75,    ,   ,2024,1,00000000,0,0,20241213,001532
FFCZA000     , 150,    ,   ,2024,2,00000000,0,0,20240306,101815
KP1Z 000     , 200,    ,   ,2024,2,00000000,0,0,20240507,115405
KS1E5000     , 250,    ,   ,2024,1,00000000,0,0,20240718,001707
KS2EA000     , 450,    ,   ,2024,2,00000000,0,0,20240411,135028
KS1EA000     , 450,    ,   ,2024,1,00000000,0,0,20240220,145326
KFTEA000     , 450,  75,   ,2024,1,00000000,0,0,20240917,001530
KFTER000     , 200,  75,   ,2024,1,00000000,0,0,20241128,145549
F3TER000     ,  75,  75,   ,2024,1,00000000,1,1,20241213,010147
FSPESZZZ     ,  75, 300,   ,2024,1,00000000,0,0,20240213,104129
FSPES00D     ,  75, 300,   ,2024,1,00000000,0,0,20240415,001506
KS1E2000     , 150,    ,   ,2024,1,00000000,4,0,20241213,010548
DEFJAL2000   ,  75,    ,   ,2024,1,00000000,0,0,20240415,001535
K45E 000     , 350,    ,   ,2024,3,00000000,6,2,20241213,010422
GUTED000     ,  75,  75,   ,2024,2,00000000,0,0,20241022,082828
BKZ11898     , 100,    ,   ,2024,1,00000000,0,0,20241213,010117
4RP  000     , 600,    ,   ,2024,1,00000000,1,1,20241213,010105
6BN  000     , M24, 100,   ,2024,1,00000000,0,0,20241213,010107
G90D 000     , 200,    ,   ,2024,1,00000000,0,0,20241213,010318
GSPE 006     , 250,    ,   ,2021,2,00000000,0,0,20210607,104742
KS1E2000     , 250,    ,   ,2021,2,00000000,0,0,20241213,010548
KS1EK000     , 200,    ,   ,2021,1,00000000,0,0,20211111,001342
KS1EK000     , 300,    ,   ,2021,1,00000000,0,0,20211210,134744
KS2EK000     , 200,    ,   ,2021,1,00000000,0,0,20210913,001335
KS2EK000     , 300,    ,   ,2021,1,00000000,0,0,20211210,134744
KP1N 000     , 250,    ,   ,2021,2,00000000,0,0,20241213,010543
KKUN 000     , 300, 100,   ,2021,2,00000000,0,0,20241213,010536
FFCER000     , 100,    ,   ,2021,2,00000000,0,0,20241213,010215
NNSD 000     , 400, 300,   ,2021,1,00000000,0,0,20241213,010711
EETN 990     ,  75,  75,   ,2021,1,00000000,0,0,20241213,010141
K45N 000     , 400,    ,   ,2023,3,00000000,0,0,20241213,010425
BKW01483     , 150,    ,   ,2023,1,00000000,0,0,20241213,010116
BKW01482     , 100,    ,   ,2023,1,00000000,0,0,20241213,010116
BKW01399     , 150,    ,   ,2023,1,00000000,0,0,20241213,010116
BKW01398     , 100,    ,   ,2023,1,00000000,0,0,20241213,010116
BKW01488     , 150,    ,   ,2023,1,00000000,0,0,20241213,010117
BKW01487     , 100,    ,   ,2023,1,00000000,0,0,20241213,010116
BKW01467     , 150,    ,   ,2023,1,00000000,0,0,20241213,010116
G11E 000     , 150,    ,   ,2023,41,00000000,0,0,20241213,010311
GFTNA002     , 150,  75,   ,2022,1,00000000,0,0,20241213,010324
KO0127       ,    ,    ,   ,2021,1,00000000,50,0,20241213,010538
KO0123       ,    ,    ,   ,2021,1,00000000,50,0,20241213,010538
KO0169       ,    ,    ,   ,2021,1,00000000,2160,0,20241213,010538
KO0170       ,    ,    ,   ,2021,1,00000000,1400,0,20241213,010538
G11N 000     ,  75,    ,   ,2021,1,00000000,0,0,20241213,010312
GG2N 000     , 100,    ,   ,2021,1,00000000,0,0,20241213,010326
GS2NA000     ,  75,    ,   ,2021,1,00000000,0,0,20241213,010348
GGTN 000     , 150,  75,   ,2021,1,00000000,0,0,20241213,010336
KKSE 000     , 300, 150,   ,2021,1,00000000,0,0,20241213,010508
KKUD 000     , 500, 300,   ,2021,1,00000000,0,0,20241213,010529
726RB2489    ,    ,    ,   ,2021,1,00000000,0,0,20241213,010107
FSPEA000     ,  75, 150,   ,2021,3,00000000,4,0,20241213,010237
G22E 000     , 150,    ,   ,2021,3,00000000,0,0,20241213,010313
KJRD 000     , 300,    ,   ,2021,2,00000000,0,0,20241213,010452
